-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9378	143.087
-5.9376	143.117
-5.93721	143.177
-5.93686	143.231
-5.93649	143.288
-5.9361	143.348
-5.9357	143.411
-5.93527	143.476
-5.93483	143.544
-5.93438	143.614
-5.93391	143.687
-5.93342	143.763
-5.93291	143.842
-5.93242	143.919
-5.93189	144.001
-5.93135	144.086
-5.9308	144.173
-5.93024	144.26
-5.92966	144.351
-5.92907	144.443
-5.92847	144.537
-5.92783	144.637
-5.92721	144.734
-5.92658	144.834
-5.92592	144.937
-5.92526	145.042
-5.92458	145.148
-5.92389	145.257
-5.92319	145.366
-5.92249	145.478
-5.92176	145.593
-5.92102	145.71
-5.92026	145.83
-5.9195	145.951
-5.91871	146.076
-5.91788	146.207
-5.91709	146.332
-5.91628	146.462
-5.91544	146.594
-5.91461	146.727
-5.91375	146.863
-5.9129	146.999
-5.91201	147.141
-5.91116	147.277
-5.91028	147.417
-5.9093	147.575
-5.90851	147.701
-5.90762	147.844
-5.90673	147.986
-5.90583	148.131
-5.90492	148.276
-5.90402	148.421
-5.90297	148.59
-5.90219	148.715
-5.90126	148.864
-5.90035	149.011
-5.89942	149.16
-5.89847	149.313
-5.89757	149.458
-5.89652	149.627
-5.8957	149.758
-5.89477	149.908
-5.89382	150.061
-5.89289	150.21
-5.89194	150.363
-5.89099	150.515
-5.88992	150.688
-5.88911	150.818
-5.88815	150.972
-5.8872	151.124
-5.88625	151.277
-5.88529	151.431
-5.88433	151.584
-5.88338	151.737
-5.88242	151.891
-5.88146	152.044
-5.8805	152.198
-5.87954	152.351
-5.87859	152.504
-5.87763	152.658
-5.87654	152.832
-5.8757	152.966
-5.87474	153.12
-5.87377	153.275
-5.87281	153.428
-5.87184	153.582
-5.87088	153.736
-5.86976	153.914
-5.86896	154.042
-5.86799	154.197
-5.86702	154.351
-5.86605	154.506
-5.8651	154.657
-5.86413	154.811
-5.86316	154.965
-5.8622	155.118
-5.86124	155.271
-5.86029	155.422
-5.85933	155.574
-5.85836	155.727
-5.85739	155.881
-5.85644	156.032
-5.85549	156.184
-5.85453	156.336
-5.85357	156.487
-5.85261	156.64
-5.85166	156.79
-5.8507	156.941
-5.84974	157.093
-5.84878	157.245
-5.84781	157.397
-5.84687	157.546
-5.84593	157.696
-5.84496	157.847
-5.84402	157.996
-5.84307	158.146
-5.84213	158.295
-5.84117	158.446
-5.84021	158.597
-5.83924	158.749
-5.83832	158.895
-5.83737	159.044
-5.83623	159.225
-5.83547	159.344
-5.83452	159.492
-5.83358	159.64
-5.83263	159.79
-5.83169	159.937
-5.83073	160.088
-5.8298	160.235
-5.82886	160.382
-5.82791	160.532
-5.82696	160.682
-5.82604	160.826
-5.82509	160.976
-5.82414	161.124
-5.82307	161.293
-5.82228	161.417
-5.82134	161.564
-5.8204	161.711
-5.81945	161.86
-5.81851	162.008
-5.81756	162.157
-5.81663	162.302
-5.8157	162.448
-5.81477	162.595
-5.81381	162.745
-5.8129	162.888
-5.81197	163.034
-5.81103	163.181
-5.8101	163.327
-5.80916	163.475
-5.80823	163.619
-5.8073	163.765
-5.80637	163.912
-5.80541	164.063
-5.80452	164.202
-5.80344	164.371
-5.80265	164.494
-5.80171	164.643
-5.80078	164.788
-5.79986	164.932
-5.79893	165.078
-5.79801	165.223
-5.79708	165.369
-5.79615	165.515
-5.79522	165.66
-5.79428	165.807
-5.79331	165.96
-5.79242	166.101
-5.79151	166.243
-5.79057	166.39
-5.78965	166.536
-5.78872	166.681
-5.78775	166.833
-5.78688	166.97
-5.78596	167.114
-5.78503	167.26
-5.78407	167.411
-5.78319	167.55
-5.78227	167.694
-5.78133	167.841
-5.78041	167.985
-5.7795	168.129
-5.77859	168.273
-5.77766	168.418
-5.77674	168.562
-5.77577	168.714
-5.7749	168.851
-5.77398	168.995
-5.77306	169.141
-5.77215	169.285
