480733736325.05536	-5.9378	143.0873	-0.0	-0.0	0.0	-0.0	
480792316325.00885	-5.9378	143.0873	-0.0	0.0	-0.0	0.0	
480821286723.0177	-5.9378	143.0873	-0.0	0.0	-0.0	-0.0	
480850521326.06506	-5.9378	143.0873	0.0	-0.0	0.0	-0.0	
480880514726.0427	-5.9378	143.0873	0.0	-0.0	0.0	-0.0	
480909172724.93243	-5.9378	143.0873	-0.0	0.0	-0.0	0.0	
480938511826.09796	-5.9378	143.0873	0.0	-0.0	0.0	-0.0	
480967592824.2505	-5.9378	143.0873	0.0	-0.0	-0.0	-0.0	
480997798923.403	-5.9378	143.0873	-0.0	0.0	-0.0	0.0	
481026081725.955	-5.9378	143.0873	0.0	-0.0	0.0	-0.0	
481055374823.5106	-5.9378	143.0873	0.0	-0.0	-0.0	0.0	
481084588225.9309	-5.9378	143.0873	-0.0	0.0	-0.0	0.0	
481113883625.71594	-5.9378	143.0873	-0.0	0.0	-0.0	0.0	
481143197424.7098	-5.9378	143.0873	0.0	-0.0	0.0	-0.0	
481172065723.68744	-5.9378	143.0873	0.0	-0.0	0.0	-0.0	
481201310124.2483	-5.9378	143.0873	0.0	-0.0	-0.0	0.0	
481230654623.35944	-5.9378	143.0873	0.0	0.0	-0.0	0.0	
481259834125.638	-5.9378	143.0873	0.0	-0.0	0.0	-0.0	
481289279226.2137	-5.9378	143.0873	0.0	-0.0	0.0	-0.0	
481318339325.4876	-5.9378	143.0873	0.0	-0.0	-0.0	0.0	
481347690325.23035	-5.9378	143.0873	-0.0	-0.0	-0.0	0.0	
481376523125.91675	-5.9378	143.0873	-0.0	-0.0	0.0	-0.0	
481405917923.8975	-5.9378	143.0873	-0.0	0.0	-0.0	0.0	
481435178924.3519	-5.9378	143.0873	0.0	0.0	0.0	-0.0	
481465387824.9228	-5.9378	143.0873	0.0	-0.0	-0.0	-0.0	
481493485026.0615	-5.9378	143.0873	0.0	0.0	0.0	0.0	
481523227624.59515	-5.9378	143.0873	0.0	0.0	0.0	-0.0	
481552404522.8958	-5.9378	143.0873	-0.0	-0.0	-0.0	-0.0	
481581495326.0124	-5.9378	143.0873	0.0	0.0	0.0	0.0	
481611076526.3438	-5.9378	143.0873	0.0	-0.0	0.0	-0.0	
481639691025.0187	-5.9378	143.0873	-0.0	0.0	-0.0	0.0	
481669215224.6833	-5.9378	143.0873	0.0	-0.0	0.0	-0.0	
481699436325.5799	-5.9378	143.0873	0.0	-0.0	0.0	-0.0	
481728094525.63525	-5.9378	143.0873	0.0	-0.0	-0.0	0.0	
481756638824.9397	-5.9378	143.0873	0.0	0.0	0.0	0.0	
481787519123.4052	-5.9378	143.0873	0.0	-0.0	-0.0	-0.0	
481815960023.5522	-5.9378	143.0873	0.0	0.0	-0.0	0.0	
481846292722.9703	-5.9378	143.0873	-0.0	0.0	-0.0	0.0	
481874927125.87115	-5.9378	143.0873	-0.0	-0.0	0.0	-0.0	
481904684025.79425	-5.9378	143.0873	0.0	0.0	0.0	0.0	
481934131722.8973	-5.9378	143.0873	0.0	-0.0	0.0	-0.0	
481963521923.8699	-5.9378	143.0873	-0.0	0.0	-0.0	0.0	
481994820225.9839	-5.9378	143.0873	-0.0	-0.0	-0.0	-0.0	
482021302323.7884	-5.9378	143.0873	0.0	0.0	0.0	0.0	
482051261324.4355	-5.9378	143.0873	-0.0	0.0	-0.0	0.0	
482080676425.2484	-5.9378	143.0873	0.0	0.0	0.0	-0.0	
482108955323.69617	-5.9366	143.2703	0.0113	1.7827	0.0431	6.8114	
482315639223.90344	-5.9362	143.3276	0.0124	1.9587	0.0368	5.8162	
482345299925.65515	-5.9359	143.3887	0.0133	2.1079	0.0318	5.0292	
482375286225.2295	-5.9354	143.4546	0.0142	2.2406	0.0281	4.4257	
482404133923.35175	-5.935	143.5215	0.0149	2.355	0.0251	3.9651	
482433342225.8496	-5.9346	143.5923	0.0156	2.4605	0.0229	3.6134	
482463175725.19183	-5.9341	143.6677	0.0162	2.5601	0.0212	3.3368	
482492788523.4356	-5.9336	143.7453	0.0168	2.6525	0.0198	3.1217	
482521817326.5457	-5.9331	143.824	0.0173	2.7384	0.0187	2.9572	
482552419025.4509	-5.9326	143.9094	0.0179	2.8249	0.0179	2.8277	
482582373123.61597	-5.932	143.9956	0.0184	2.9065	0.0172	2.7237	
482613573025.91205	-5.9314	144.0879	0.0189	2.9889	0.0167	2.6434	
482640967123.21045	-5.9309	144.171	0.0194	3.0597	0.0164	2.581	
482670814726.5017	-5.9303	144.2639	0.0198	3.1353	0.016	2.5329	
482701013226.0621	-5.9297	144.36	0.0203	3.2105	0.0158	2.4926	
482731021422.8928	-5.9291	144.4577	0.0208	3.2843	0.0156	2.4589	
482759951323.2708	-5.9285	144.554	0.0212	3.3547	0.0154	2.4313	
482790095623.5826	-5.9278	144.6565	0.0217	3.4273	0.0152	2.4095	
482819439522.92206	-5.9272	144.7585	0.0221	3.4974	0.0151	2.3891	
482849081326.27606	-5.9265	144.8635	0.0226	3.5677	0.015	2.3728	
482880612425.5061	-5.9258	144.9775	0.0231	3.6421	0.015	2.3581	
482908931422.97864	-5.9251	145.0818	0.0235	3.7085	0.0148	2.3443	
482938288222.99835	-5.9244	145.1921	0.0239	3.777	0.0148	2.3329	
482968015223.7415	-5.9237	145.3057	0.0243	3.846	0.0147	2.3221	
482997803624.71936	-5.923	145.4216	0.0248	3.9149	0.0146	2.312	
483027288425.7138	-5.9222	145.5384	0.0252	3.9827	0.0146	2.3026	
483056863725.1854	-5.9215	145.6575	0.0256	4.0503	0.0145	2.2847	
483085854623.46674	-5.9207	145.7762	0.0261	4.1154	0.0142	2.2444	
483115128025.41254	-5.92	145.8979	0.0265	4.1792	0.0138	2.1805	
483144909225.40424	-5.9192	146.0236	0.0268	4.2417	0.0133	2.0976	
483174479424.9535	-5.9184	146.1502	0.0272	4.3008	0.0126	2.0002	
483204982023.68616	-5.9175	146.2825	0.0276	4.3585	0.012	1.8914	
483234839323.9081	-5.9167	146.4137	0.0279	4.4115	0.0112	1.7747	
483265441525.72754	-5.9158	146.5497	0.0282	4.4621	0.0105	1.654	
483297232523.56055	-5.9149	146.6925	0.0286	4.5107	0.0097	1.5279	
483326645825.0582	-5.9141	146.826	0.0288	4.552	0.0089	1.4051	
483356966324.1506	-5.9132	146.9647	0.0291	4.591	0.0081	1.2868	
483387706823.64703	-5.9123	147.1066	0.0293	4.627	0.0074	1.1699	
483418121926.4865	-5.9114	147.2479	0.0295	4.6592	0.0067	1.0578	
483448853325.09875	-5.9105	147.3916	0.0297	4.6884	0.006	0.9515	
